time,open,high,low,close,EMA,EMA,ATR,成交量,均量,■ 正常,■ 没劲了(动力耗尽),■ 蓄力(量大不动),■ 假突破(冲高被打),■ 假跌破(探底弹回),■ 拉锯(多空对打),RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label
1773154800,5206.76,5238.775,5203.285,5228.69,5148.531295067455,5151.22655318485,26.921835628309573,33643,39947.76188355848,0,0,0,0,0,0,71.84010645312338,,,,,71.84010645312338,,71.84010645312338,
1773158400,5228.88,5235.65,5222.75,5227.58,5151.6312442804965,5151.986288974055,25.920275940573152,21179,38160.26075179101,0,0,0,0,0,0,71.30523024701411,,,,,,,,
1773162000,5227.585,5235.55,5223.7,5227.575,5154.609430779301,5152.738415451925,24.91525623053224,38790,38220.2359182871,0,0,0,0,0,0,71.30265497136257,,,,,,,,
1773165600,5227.57,5228.065,5160.65,5192.05,5156.077688395799,5153.12957549718,27.950952214065648,76760,41890.689640355,0,0,0,0,0,0,55.86473337017565,,,,,,,,
1773169200,5192.08,5207.865,5179.905,5198.885,5157.756406497924,5153.584853352929,27.95159848448953,63365,43935.862055559286,0,0,0,0,0,0,57.759690282845035,,,,,,,,
1773172800,5198.88,5199.165,5191.875,5192.51,5159.119292517614,5153.97216824494,26.475770021311707,12331,40925.875193125066,0,0,0,0,0,0,55.371725088398904,,,,,,,,
1773180000,5191.79,5197.985,5183.47,5189.525,5160.311673203198,5154.32592776489,25.621429305503685,14047,38365.98231758935,0,0,0,0,0,0,54.24094229331617,54.24094229331617,,54.24094229331617,,,,,
1773183600,5189.44,5197.8,5187.835,5197.375,5161.765136999151,5154.754276742354,24.50311292653915,10549,35716.74590639036,0,0,0,0,0,0,56.742783345037594,,,,,,,,
1773187200,5197.38,5219.59,5186.66,5215.455,5163.8706218227135,5155.35826403845,25.105033431786374,20721,34288.57962959128,0,0,0,0,0,0,61.908432846345626,,,,,61.908432846345626,,61.908432846345626,
1773190800,5215.45,5223.385,5208.65,5208.66,5165.627068025744,5155.888629570406,24.36431675808739,31687,34040.81014105878,0,0,0,0,0,0,59.054178229664295,,,,,,,,
1773194400,5208.72,5220.64,5194.02,5217.45,5167.6593398678715,5156.501180519954,24.52543698965257,27152,33384.73298476746,0,0,0,0,0,0,61.52534327837354,,,,,,,,
1773198000,5217.32,5220.505,5199.42,5203.44,5169.062503010308,5156.968233450103,24.279691490391674,15030,31636.663176694372,0,0,0,0,0,0,55.750082261373215,,,,,,,,
1773201600,5203.445,5208.81,5199.595,5204.61,5170.4565225001,5157.44228087846,23.20364209822085,9934,29569.74287415205,0,0,0,0,0,0,56.120516810829564,,,,,,,,
1773205200,5204.4,5208.535,5190.705,5199.84,5171.60881573539,5157.864148730416,22.8198105197765,21236,28776.05307661376,0,0,0,0,0,0,54.130935242057426,,,,,,,,
1773208800,5199.57,5210.97,5191.53,5197.66,5172.63043080459,5158.260127350014,22.578395482649643,25532,28467.09564074578,0,0,0,0,0,0,53.20261910936175,,,,,,,,
1773212400,5197.655,5202.28,5184.56,5195.845,5173.540806067155,5158.634106182352,22.231367233888907,22372,27886.610341627136,0,0,0,0,0,0,52.39694181190643,,,,,,,,
1773216000,5195.825,5198.695,5175.35,5187.695,5174.095872495895,5158.923269304916,22.31091243146822,19591,27096.552213853123,0,0,0,0,0,0,48.82169038667679,,,,,,,,
1773219600,5187.67,5197.145,5179.63,5187.66,5174.627799064683,5159.209206923772,21.968347257791944,18494,26277.261526819493,0,0,0,0,0,0,48.80628858413828,,,,,,,,
1773223200,5187.88,5195.425,5177.23,5186.155,5175.079846160185,5159.477324267815,21.69882245366399,16478,25343.998524265255,0,0,0,0,0,0,48.10355764441236,,,,,,,,
1773226800,5186.22,5193.67,5175.87,5181.415,5175.328283565668,5159.695609598483,21.420335135545145,17460,24593.14152195428,0,0,0,0,0,0,45.86375661103237,,,,,,,,
1773230400,5181.38,5197.175,5166.835,5167.53,5175.022468523877,5159.773563731832,22.05745405443479,32253,25322.65185319673,0,0,0,0,0,0,39.98976500709344,39.98976500709344,,39.98976500709344,,,,,
1773234000,5167.48,5183.185,5149.155,5176.855,5175.094332503333,5159.943528271814,22.912635907689495,55937,28238.304057654183,0,0,0,0,0,0,45.077255042716224,,,,,,,,
1773237600,5176.86,5196.315,5174.565,5183.38,5175.419260640458,5160.176726995478,22.829590485711673,58617,31131.513195020452,0,0,0,0,0,0,48.37526839721202,,,,,,,,
1773241200,5183.39,5185.9,5164.075,5166.605,5175.07360336044,5160.240689910946,22.757834022446538,45296,32480.51193835184,0,0,0,0,0,0,41.47925877741291,,,,,,,,
1773244800,5166.51,5178.15,5163.81,5175.77,5175.100913032579,5160.395210409344,22.156560163700302,53788,34509.796515651666,0,0,0,0,0,0,46.0078172527092,,,,,,,,
1773248400,5175.84,5181.115,5154.985,5169.845,5174.894798796007,5160.489238166465,22.44037729486457,46929,35692.57779987532,0,0,0,0,0,0,43.65584019307521,,,,,,,,
1773252000,5169.885,5178.395,5169.355,5172.555,5174.803041980477,5160.609295498142,21.483207488088592,31046,35250.046580839575,0,0,0,0,0,0,45.03977481729623,,,,,,,,
1773255600,5172.605,5183.76,5169.375,5183.29,5175.135863863596,5160.834974149902,20.97619266751085,28504,34607.56595409295,0,0,0,0,0,0,50.25239722878264,,,,,50.25239722878264,,50.25239722878264,
1773259200,5183.215,5183.595,5175.265,5176.48,5175.188575084631,5160.990646048908,20.07289319126007,7384,32014.845387036476,0,0,0,0,0,0,47.19446023162553,,,,,,,,
1773266400,5178.045,5178.32,5129.83,5139.13,5173.774513316606,5160.77312718275,22.10268653474148,21221,30986.86011208062,0,0,0,0,0,0,34.71666349267686,,,,,,,,
1773270000,5139.14,5157.94,5133.295,5134.6,5172.238257892425,5160.512698056553,22.28428035368848,34106,31283.921053787228,0,0,0,0,0,0,33.55779906531899,33.55779906531899,,33.55779906531899,,,,,
1773273600,5134.61,5161.6,5125.64,5153.205,5171.491855622134,5160.439984643055,23.261117471282166,37181,31845.547620093206,0,0,0,0,0,0,42.1054793614319,,,,,,,,
1773277200,5153.2,5173.16,5151.435,5168.835,5171.38766520558,5160.523517134169,23.151394794761973,52489,33811.59070389385,0,0,0,0,0,0,48.141344154412685,,,,,,,,
1773280800,5168.705,5175.15,5145.935,5150.88,5170.583443040655,5160.4275617398,23.584509452278922,43512,34735.439208284915,0,0,0,0,0,0,42.64155333338084,,,,,,,,
1773284400,5150.955,5155.82,5147.405,5153.155,5169.899974686119,5160.355197941394,22.500973062830422,24873,33796.15928368635,0,0,0,0,0,0,43.52196983863267,,,,,,,,
1773288000,5153.255,5154.02,5140.62,5142.7,5168.833309012153,5160.179524330037,21.850903558342573,9476,31479.953637620983,0,0,0,0,0,0,40.44921302687805,,,,,,,,
1773291600,5142.76,5157.93,5137.17,5154.675,5168.278081207755,5160.124752943668,21.772981875603836,23082,30680.148529276128,0,0,0,0,0,0,45.21987690078813,,,,,,,,
1773295200,5154.66,5170.39,5147.4,5166.32,5168.201293709412,5160.186397192984,21.85991174163218,23764,30021.467716964115,0,0,0,0,0,0,49.45997063555372,,,,,,,,
1773298800,5166.325,5185.23,5164.52,5182.385,5168.757517485514,5160.407278812954,21.777775188658392,18042,28880.5660296342,0,0,0,0,0,0,54.67240986059896,,,,,,,,
1773302400,5182.38,5189.86,5175.88,5178.22,5169.12859523118,5160.58451981979,21.22079124661133,19235,27961.940693478562,0,0,0,0,0,0,53.14215545291762,,,,,,,,
1773306000,5178.205,5190.5,5174.43,5188.385,5169.883748359369,5160.861141513125,20.852877586139073,17860,26999.85110362346,0,0,0,0,0,0,56.35305234809557,,,,,56.35305234809557,,56.35305234809557,
1773309600,5188.35,5191.79,5175.965,5182.47,5170.377326855079,5161.076155030408,20.493743472843413,19019,26239.770046135513,0,0,0,0,0,0,54.03280842724472,,,,,,,,
1773313200,5182.445,5183.87,5172.875,5179.15,5170.7213532529195,5161.255994283836,19.815261796211733,16702,25331.410994122605,0,0,0,0,0,0,52.720712792936105,,,,,,,,
1773316800,5179.18,5185.875,5163.685,5181.625,5171.148947243001,5161.458670957629,19.98488595362515,36072,26354.324232777595,0,0,0,0,0,0,53.62481066684685,,,,,,,,
1773320400,5181.575,5186.145,5146.085,5151.45,5170.376439507982,5161.3590821918815,21.41882267122338,57612,29331.245734417826,0,0,0,0,0,0,42.863029642302344,,,,,,,,
1773324000,5151.48,5163.72,5138.475,5142.92,5169.299716390022,5161.175608737236,21.692121051850275,52139,31503.412807330413,0,0,0,0,0,0,40.395096100248324,,,,,,,,
1773327600,5142.71,5144.99,5109.85,5132.485,5167.856002021786,5160.890130043334,22.652683833860927,57028,33934.32587329894,0,0,0,0,0,0,37.547004235619994,,,,,,,,
1773331200,5132.485,5138.175,5121.23,5123.55,5166.118511746421,5160.518586460813,22.244992131442334,51748,35630.86626631809,0,0,0,0,0,0,35.25491358879579,,,,,,,,
1773334800,5123.495,5129.87,5102.615,5105.485,5163.740726972052,5159.970988585581,22.602849836339317,66258,38547.736145716364,0,0,0,0,0,0,31.118674120309947,,,,,,,,
1773338400,5105.49,5112.84,5090.885,5094.49,5161.025012188834,5159.319436460351,22.55657484802936,53243,39947.28508421957,0,0,0,0,0,0,28.89652314414718,,,,,,,,
1773342000,5094.48,5097.005,5079.37,5084.985,5158.043050926527,5158.579790326417,22.20503378745585,47543,40670.686504770085,0,0,0,0,0,0,27.095220299494486,,,,,,,,
1773345600,5085.02,5090.925,5055.125,5079.255,5154.953323439212,5157.790488930134,23.176102802637587,22324,38923.38302812532,0,0,0,0,0,0,26.041339138395657,26.041339138395657,,26.041339138395657,,,,,
1773352800,5083.865,5096.33,5077.79,5096.03,5152.642604872968,5157.1759567019735,22.844952602449187,11461,36307.91797782767,0,0,0,0,0,0,34.12009541874052,,,,,,,,
1773356400,5096.055,5101.35,5088.97,5098.13,5150.504855662263,5156.58843474474,22.097455987988535,16465,34418.1162656536,0,0,0,0,0,0,35.076190126163425,,,,,,,,
1773360000,5098.135,5115.4,5097.48,5113.78,5149.0646652441355,5156.1624801701655,21.79906627456079,15111,32579.343287972308,0,0,0,0,0,0,41.84922330312795,,,,,,,,
1773363600,5113.95,5124.535,5108.72,5124.28,5148.092717587503,5155.8452415615075,21.37163296923499,33528,32669.69154626066,0,0,0,0,0,0,45.92521811547333,,,,,45.92521811547333,,45.92521811547333,
1773367200,5124.35,5128.475,5110.455,5112.245,5146.686924740934,5155.411408312139,21.132230614289664,20486,31509.33997042631,0,0,0,0,0,0,42.26815176536874,,,,,,,,
1773370800,5112.225,5116.735,5106.42,5115.76,5145.474104162859,5155.016866935899,20.359571284697516,16000,30032.259973242853,0,0,0,0,0,0,43.67879588089539,,,,,,,,
1773374400,5115.62,5118.175,5102.825,5104.59,5143.870805960393,5154.51510706589,20.001744764362005,8430,27974.901880553058,0,0,0,0,0,0,40.30819107264212,,,,,,,,
1773378000,5104.82,5111.26,5098.415,5103.175,5142.274892001162,5154.004260229413,19.490548709764738,19489,27166.720749071814,0,0,0,0,0,0,39.88826745440354,,,,,,,,
1773381600,5103.165,5107.94,5085.665,5088.34,5140.1597981971945,5153.350884505738,19.68943808763866,37428,28143.985439636403,0,0,0,0,0,0,35.690266108211844,,,,,,,,
1773385200,5088.18,5094.265,5071.935,5085.47,5138.0151002286775,5152.675452819113,19.878049652807324,22755,27630.748731099604,0,0,0,0,0,0,34.92448190734618,34.92448190734618,,34.92448190734618,,,,,
1773388800,5085.465,5088.19,5061.72,5087.55,5136.036076690298,5152.027438363201,20.348903249035324,26593,27531.91551861393,0,0,0,0,0,0,35.996316347171145,,,,,,,,
1773392400,5087.485,5097.165,5083.36,5089.755,5134.2211325063645,5151.407812110831,19.881481588389963,15484,26384.49499303165,0,0,0,0,0,0,37.17760092117009,,,,,,,,
1773396000,5089.675,5098.375,5079.94,5094.965,5132.681676329645,5150.846192089828,19.778161474933565,12794,25090.162136552444,0,0,0,0,0,0,39.995634869556014,,,,,,,,
1773399600,5095.065,5107.995,5086.385,5107.835,5131.707296865737,5150.4182200292325,19.90900708386686,15141,24142.622885452212,0,0,0,0,0,0,46.39270489370744,,,,,,,,
1773403200,5107.84,5122.01,5104.365,5118.3,5131.181520518061,5150.098635750334,19.747292292162115,29732,24674.944515409145,0,0,0,0,0,0,50.96996731078584,,,,,50.96996731078584,,50.96996731078584,
1773406800,5118.335,5121.265,5096.57,5102.24,5130.046558929117,5149.622430419485,20.10069998557915,34087,25571.330752036843,0,0,0,0,0,0,44.66681381658865,,,,,,,,
1773410400,5102.21,5108.135,5035.535,5042.025,5126.594733088759,5148.551809221281,23.850649986609238,66334,29453.489728033335,0,0,0,0,0,0,29.79118941909168,,,,,,,,
1773414000,5042.03,5071.505,5031.015,5034.925,5122.999841595082,5147.421194204154,25.039174987565705,67777,33103.34784917302,0,0,0,0,0,0,28.58246244855836,,,,,,,,
1773417600,5034.775,5053.25,5019.2,5046.045,5119.982004669785,5146.412475853864,25.682805345596737,53093,35007.124244489874,0,0,0,0,0,0,33.15680508143011,,,,,,,,
1773421200,5045.955,5064.08,5043.555,5046.465,5117.098984878813,5145.417973606562,25.314390678054085,55955,37002.16003072893,0,0,0,0,0,0,33.33049724393685,,,,,,,,
1773424800,5046.445,5051.88,5036.26,5046.655,5114.336475667879,5144.435257451272,24.621934201050212,47942,38044.04955161189,0,0,0,0,0,0,33.414789910111566,,,,,,,,
1773428400,5046.67,5049.965,5009.745,5016.735,5110.508966818158,5143.1646081233985,25.736081758118072,52150,39387.47340383933,0,0,0,0,0,0,27.51513180928562,,,,,,,,
1773432000,5016.77,5025.645,5012.505,5020.6,5106.983124982152,5141.945059783862,24.83636163253823,16889,37244.761651092726,0,0,0,0,0,0,29.25281213202075,,,,,,,,
1773612000,5014.955,5031.005,5000.91,5024.97,5103.76692400246,5140.781128840739,25.21197865878552,25178,36095.54625575056,0,0,0,0,0,0,31.259374358397935,,,,,,,,
1773615600,5025.05,5026.335,4967.775,4997.655,5099.605672080795,5139.356988255259,27.59398018315801,49936,37413.68470758384,0,0,0,0,0,0,26.24812331589966,26.24812331589966,,26.24812331589966,,,,,
1773619200,4997.64,5030.98,4996.69,5026.005,5096.719371214881,5138.229107775107,28.072267312932436,49565,38570.95283067109,0,0,0,0,0,0,37.45522810570021,,,,,,,,
1773622800,5026.02,5026.66,4982.675,5016.355,5093.56782724567,5137.016430085802,29.208891076294382,77902,42316.766846797655,0,0,0,0,0,0,35.47894142438243,,,,,,,,
1773626400,5016.3,5019.065,4997.895,5003.67,5090.042422255644,5135.689599935695,28.634684570844723,40895,42181.36048043597,0,0,0,0,0,0,33.01306564641935,,,,,,,,
1773630000,5003.61,5021.01,4998.21,5019.165,5087.262915500521,5134.530151180115,28.21792138721297,26248,40663.89757753731,0,0,0,0,0,0,38.624588671916634,,,,,,,,
1773633600,5019.15,5026.505,5012.575,5013.05,5084.352605088736,5133.32139345693,27.19735557384064,11316,37868.85971300995,0,0,0,0,0,0,37.29673261869441,,,,,,,,
1773637200,5013.045,5020.37,5003.41,5017.59,5081.734463712707,5132.16983730313,26.46611588999488,26530,36788.96831177091,0,0,0,0,0,0,38.97416467341741,,,,,,,,
1773640800,5017.57,5036.01,5005.405,5012.3,5079.0115435671105,5130.977102603597,26.761750469280994,31623,36296.97132969749,0,0,0,0,0,0,37.708331184336224,,,,,,,,
1773644400,5012.57,5016.59,4991.895,4995.615,5075.741090878204,5129.630216010526,26.614125435760904,28398,35544.68834591677,0,0,0,0,0,0,33.96167307341655,,,,,,,,
1773648000,4995.6,5003.63,4985.115,4991.305,5072.429871628078,5128.253845701964,26.03561647606372,33750,35373.76564630565,0,0,0,0,0,0,33.04821114527253,,,,,,,,
1773651600,4991.135,4991.805,4972.535,4975.565,5068.631249211291,5126.73455370493,25.552358156344916,30533,34912.74034665749,0,0,0,0,0,0,29.88672131310929,29.88672131310929,,29.88672131310929,,,,,
1773655200,4975.575,4999.69,4970.23,4998.95,5065.898651203005,5125.463065608363,25.83147543089171,25447,34011.24126602344,0,0,0,0,0,0,39.1937189715578,,,,,,,,
1773658800,4998.91,5022.825,4992.78,4997.31,5063.208900175437,5124.187910726688,26.132441471542307,28262,33463.694478783116,0,0,0,0,0,0,38.804687553354015,,,,,,,,
1773662400,4997.335,5025.585,4994.55,5020.06,5061.516786443067,5123.151812112492,26.482624223574987,36249,33728.96167127996,0,0,0,0,0,0,46.707101570693375,,,,,,,,
1773666000,5020.055,5034.53,5013.885,5029.94,5060.278481092359,5122.224331394955,26.06565106474817,52808,35546.01294068187,0,0,0,0,0,0,49.742414486460184,,,,,49.742414486460184,,49.742414486460184,
1773669600,5029.88,5038.145,4988.09,4996.065,5057.7603053632465,5120.969014664657,27.779175988694753,58050,37689.24980347407,0,0,0,0,0,0,41.099212336437645,,,,,,,,
1773673200,4996.07,5005.91,4983.89,4987.095,5054.989116917629,5119.63693491675,27.36780627521652,38821,37797.03553647654,0,0,0,0,0,0,39.15888097272112,,,,,,,,
1773676800,4987.07,4998.8,4974.235,4990.74,5052.469543705173,5118.354378350414,27.167605826986804,48104,38778.65119966925,0,0,0,0,0,0,40.390420168687704,,,,,,,,
1773680400,4990.78,5003.9,4984.015,4991.265,5050.069365520657,5117.089807421554,26.6474196964877,55631,40383.63679970075,0,0,0,0,0,0,40.57699459399587,,,,,,,,
1773684000,4991.26,5017.905,4990.045,5012.92,5048.612527657102,5116.053291924822,26.734032575309982,40181,40364.338056872104,0,0,0,0,0,0,47.830329254361324,,,,,,,,
1773687600,5012.935,5020.465,5008.235,5013.085,5047.219291278392,5115.028731806166,25.69803024850216,40552,40382.21062288428,0,0,0,0,0,0,47.88253001929888,,,,,,,,
1773691200,5013.08,5021.835,5004.8,5006.565,5045.625005345906,5113.949490693667,25.079242373609137,9996,37488.285801657206,0,0,0,0,0,0,45.926953801404316,,,,,,,,
1773698400,5011.11,5016.185,4998.685,5002.525,5043.934809057831,5112.84078929373,24.537867918351342,14338,35283.49667768985,0,0,0,0,0,0,44.70850780496733,,,,,,,,
1773702000,5002.425,5015.61,5002.13,5012.93,5042.718934192819,5111.846652086828,23.748020209897643,14532,33307.16366076701,0,0,0,0,0,0,48.498220465498974,,,,,,,,
1773705600,5012.925,5014.2,4998.29,5003.03,5041.162505400944,5110.763899329745,23.188161623476372,31205,33106.957597836816,0,0,0,0,0,0,45.31567772483907,,,,,,,,
1773709200,5002.91,5028.195,4994.935,5027.965,5040.644956169534,5109.940029684673,23.90757865037087,46626,34394.48544566188,0,0,0,0,0,0,53.57846867724941,,,,,,,,
1773712800,5027.935,5029.98,5019.85,5022.815,5039.945742202101,5109.073113966418,22.923465889630034,29902,33966.629688932175,0,0,0,0,0,0,51.83633778359999,,,,,,,,
1773716400,5022.77,5033.76,5020.93,5027.74,5039.467085645157,5108.263829250334,22.20250404037074,19536,32592.28400427197,0,0,0,0,0,0,53.39692744452194,,,,,,,,
1773720000,5027.72,5042.185,5026.185,5038.05,5039.411513659072,5107.565184183167,21.759468037487117,18510,31251.11409910321,0,0,0,0,0,0,56.56942922324705,,,,,56.56942922324705,,56.56942922324705,
1773723600,5038.045,5044.9,5020.12,5020.83,5038.682826848912,5106.702147524627,21.975220320523732,32775,31396.24608966481,0,0,0,0,0,0,50.39832866831988,,,,,,,,
1773727200,5020.92,5023.065,5005.04,5010.09,5037.561539521504,5105.740832623885,21.69306172620058,40716,32283.841700172925,0,0,0,0,0,0,46.957658241797134,,,,,,,,
1773730800,5010.115,5028.2,5009.18,5021.46,5036.930106599092,5104.902217373896,21.50212874575765,19223,31039.95201444217,0,0,0,0,0,0,50.78801061346857,,,,,,,,
1773734400,5021.455,5029.625,5018.685,5024.95,5036.460298497167,5104.106672922414,20.747690978203504,21272,30109.670870209582,0,0,0,0,0,0,51.93534888121284,,,,,,,,
1773738000,5024.905,5026.055,5010.165,5010.52,5035.443031889435,5103.175462246569,20.400713051188994,19772,29125.13078733248,0,0,0,0,0,0,47.05091516929693,,,,,,,,
1773741600,5010.505,5016.615,4992.06,5000.415,5034.069383580045,5102.152970084911,20.69744783324688,27106,28932.83261711034,0,0,0,0,0,0,43.93479336684822,,,,,,,,
1773745200,5000.4,5011.635,4996.925,5003.375,5032.86568226318,5101.170104710932,20.26977298801496,16974,27793.896177385544,0,0,0,0,0,0,45.082153939156655,,,,,,,,
1773748800,5003.38,5023.935,4999.485,5011.905,5032.0436947234475,5100.2818947138085,20.56836063172823,24841,27512.667970015493,0,0,0,0,0,0,48.361747570279825,,,,,,,,
1773752400,5011.9,5031.59,5005.59,5016.755,5031.444138067626,5099.450781333571,20.956334872319072,41711,28864.890068109256,0,0,0,0,0,0,50.18336963439281,,,,,,,,
1773756000,5016.745,5020.675,5002.965,5007.78,5030.51613265321,5098.538634255625,20.72445381001057,49389,30819.567204479805,0,0,0,0,0,0,46.887136972812414,,,,,,,,
1773759600,5007.73,5017.65,4973.72,4997.98,5029.2402058824955,5097.538050830196,22.381992823581196,52091,32845.4179469103,0,0,0,0,0,0,43.5253038448185,43.5253038448185,,43.5253038448185,,,,,
1773763200,4998.005,5006.03,4991.705,5002.06,5028.174315455731,5096.588020473677,21.806493336182523,41764,33694.80671387122,0,0,0,0,0,0,45.284254003021104,,,,,,,,
1773766800,5002.05,5008.8,4996.695,5002.56,5027.169832496683,5095.6524182799085,21.113529526455235,35716,33887.30131255015,0,0,0,0,0,0,45.5082421172033,,,,,,,,
1773770400,5002.57,5009.21,4999.935,5003.89,5026.256897888969,5094.739359391551,20.267920274565547,27914,33318.415473259665,0,0,0,0,0,0,46.13984854172608,,,,,,,,
1773774000,5003.885,5005.75,4996.445,5000.405,5025.243097971755,5093.800709049347,19.48485454066803,32470,33237.61399961589,0,0,0,0,0,0,44.67851199400914,,,,,,,,
1773777600,5000.445,5006.645,5000,5005.725,5024.477682365019,5092.924333834925,18.567722073477487,6718,30711.936475842947,0,0,0,0,0,0,47.4164134891037,,,,,47.4164134891037,,47.4164134891037,
1773784800,5001.96,5005.27,4993.39,4999.865,5023.512479135018,5091.99837031418,18.12252763965767,7324,28484.513954334096,0,0,0,0,0,0,44.78707022938047,,,,,,,,
1773788400,4999.915,5003.82,4999,5002.9,5022.704146619919,5091.11181936578,17.172347093967815,5866,26330.369768207038,0,0,0,0,0,0,46.443512979015686,,,,,,,,
1773792000,5002.885,5012.24,5000.315,5004.32,5021.983199693647,5090.248219173086,16.79753658725584,15196,25269.95359980637,0,0,0,0,0,0,47.24104142837926,,,,,,,,
1773795600,5004.3,5016.29,4991.455,4998.785,5021.073466372328,5089.338137390269,17.37164111673757,39840,26657.577066491478,0,0,0,0,0,0,44.46174680481804,,,,,,,,
1773799200,4998.83,5007.105,4990.615,4992.025,5019.934310828315,5088.369847465988,17.3086667512563,30266,27001.23639349229,0,0,0,0,0,0,41.26839711171569,,,,,,,,
1773802800,4992,4997.6,4986.305,4991.57,5018.821984913478,5087.406664904137,16.879119126166568,24315,26745.404356016836,0,0,0,0,0,0,41.05466398253562,,,,,,,,
1773806400,4991.575,4993.66,4981.83,4987.2,5017.581907073734,5086.40958366131,16.51846776001181,13150,25450.60394115809,0,0,0,0,0,0,38.96724937769754,38.96724937769754,,38.96724937769754,,,,,
1773810000,4987.17,5002.845,4984.8,4997.745,5016.8039891492745,5085.527348998013,16.62750577715383,25469,25452.35594676208,0,0,0,0,0,0,46.0902555316267,,,,,,,,
